"category","bathrooms","bedrooms","has_photo","price","price_type","square_feet","cityname","state","latitude","longitude","source","time","location","region","AC","Alarm","Basketball","Cable or Satellite","Clubhouse","Dishwasher","Doorman","Elevator","Fireplace","Garbage Disposal","Gated","Golf","Gym","Hot Tub","Internet Access","Luxury","Parking","Patio/Deck","Playground","Pool","Refrigerator","Storage","Tennis","TV","View","Washer Dryer","Wood Floors","Cats","Dogs","zip"
"apartment",0,0,"Thumbnail",990,"Monthly",146,"Washington","DC",38.9118,-77.0132,"RentLingo",2019-12-26 11:23:50,"Washington DC","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20001"
"apartment",0,0,"Thumbnail",840,"Monthly",150,"Washington","DC",38.9118,-77.0132,"RentLingo",2019-12-26 11:23:01,"Washington DC","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20001"
"apartment",0,1,"Thumbnail",1795,"Monthly",156,"Tucson","AZ",32.2264,-110.9438,"RentLingo",2019-12-22 12:19:08,"Tucson AZ","Mountain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"85719"
"apartment",0,0,"Thumbnail",1090,"Monthly",178,"Washington","DC",38.9118,-77.0132,"RentLingo",2019-12-26 11:23:35,"Washington DC","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20001"
"apartment",1,0,"Thumbnail",1695,"Monthly",190,"San Francisco","CA",37.7599,-122.4379,"RentLingo",2019-12-22 11:45:21,"San Francisco CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"94114"
"apartment",1,1,"Thumbnail",1560,"Weekly",200,"New Bern","NC",35.0847,-77.0609,"ListedBuy",2019-12-17 21:27:56,"New Bern NC","South Atlantic",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"28562"
"apartment",1,1,"Thumbnail",1560,"Monthly",200,"New Bern","NC",35.096,-77.0272,"RentDigs.com",2019-12-15 10:37:53,"New Bern NC","South Atlantic",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"28560"
"apartment",1,1,"Thumbnail",1000,"Monthly",200,"Spring","TX",30.0871,-95.4685,"RentLingo",2019-12-22 11:48:47,"Spring TX","West South Central",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"77389"
"apartment",1,1,"Thumbnail",950,"Monthly",200,"Vallejo","CA",38.1172,-122.2313,"RentLingo",2019-12-26 11:31:58,"Vallejo CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"94590"
"apartment",1,1,"Thumbnail",625,"Monthly",200,"Marietta","GA",33.9649,-84.5107,"RentLingo",2019-12-26 11:20:24,"Marietta GA","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"30062"
"apartment",1,1,"Thumbnail",600,"Monthly",200,"Charlotte","NC",35.2016,-80.8124,"RentLingo",2019-12-14 11:16:55,"Charlotte NC","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"28207"
"apartment",1,1,"Thumbnail",544,"Monthly",200,"Tallahassee","FL",30.4601,-84.2714,"RentLingo",2019-12-26 11:18:28,"Tallahassee FL","South Atlantic",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"32303"
"apartment",1,1,"Thumbnail",450,"Monthly",200,"Phoenix","AZ",33.5178,-112.0848,"RentLingo",2019-12-22 11:52:19,"Phoenix AZ","Mountain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"85013"
"apartment",1,1,"Thumbnail",750,"Monthly",215,"Riverview","FL",27.8492,-82.3155,"RentLingo",2019-12-22 11:47:40,"Riverview FL","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33569"
"apartment",1,1,"Thumbnail",2000,"Monthly",219,"Lafayette","AL",32.8956,-85.4351,"RentLingo",2019-12-26 11:20:17,"Lafayette AL","East South Central",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"36862"
"apartment",1,1,"Thumbnail",1400,"Monthly",219,"San Francisco","CA",37.7599,-122.4379,"RentLingo",2019-12-26 11:20:09,"San Francisco CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"94114"
"apartment",1,1,"Thumbnail",1095,"Monthly",219,"Glen Burnie","MD",39.1634,-76.6165,"RentLingo",2019-12-26 11:20:34,"Glen Burnie MD","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"21060"
"apartment",1,1,"Thumbnail",915,"Monthly",219,"Littleton","CO",39.5816,-105.0387,"RentLingo",2019-12-22 11:43:27,"Littleton CO","Mountain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80128"
"apartment",1,1,"Thumbnail",900,"Monthly",219,"Waldorf","MD",38.621,-76.9225,"RentLingo",2019-12-22 11:48:39,"Waldorf MD","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20603"
"apartment",1,1,"Thumbnail",865,"Monthly",219,"Riverview","FL",27.8492,-82.3155,"RentLingo",2019-12-22 11:47:28,"Riverview FL","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33569"
"apartment",1,1,"Thumbnail",725,"Monthly",219,"Aurora","CO",39.6828,-104.8078,"RentLingo",2019-12-22 11:43:15,"Aurora CO","Mountain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"80017"
"apartment",1,1,"Thumbnail",650,"Monthly",219,"Manassas","VA",38.7418,-77.4684,"RentLingo",2019-12-26 11:20:48,"Manassas VA","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20110"
"apartment",1,1,"Thumbnail",650,"Monthly",219,"Decatur","GA",33.7416,-84.2614,"RentLingo",2019-12-22 11:46:22,"Decatur GA","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"30032"
"apartment",1,1,"Thumbnail",645,"Monthly",219,"Tampa","FL",28.0076,-82.4792,"RentLingo",2019-12-26 11:20:35,"Tampa FL","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33604"
"apartment",1,1,"Thumbnail",595,"Monthly",219,"Albuquerque","NM",35.1038,-106.611,"RentLingo",2019-12-26 11:22:06,"Albuquerque NM","Mountain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"87106"
"apartment",1,0,"Thumbnail",1195,"Monthly",223,"Seattle","WA",47.616,-122.3275,"RentLingo",2019-12-26 11:32:55,"Seattle WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"98122"
"apartment",1,0,"Thumbnail",1150,"Monthly",225,"Seattle","WA",47.616,-122.3275,"RentLingo",2019-12-26 11:40:12,"Seattle WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"98122"
"apartment",1,1,"Thumbnail",942,"Monthly",225,"Chicago","IL",41.8625,-87.6825,"RentLingo",2019-12-26 11:21:41,"Chicago IL","East North Central",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"60608"
"apartment",1,0,"Thumbnail",1250,"Monthly",228,"Seattle","WA",47.616,-122.3275,"RentLingo",2019-12-26 11:38:16,"Seattle WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"98122"
"apartment",1,1,"Thumbnail",800,"Monthly",230,"Gastonia","NC",35.224,-81.1809,"RentLingo",2019-12-18 10:55:01,"Gastonia NC","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"28056"
"apartment",1,1,"Thumbnail",685,"Monthly",230,"Wimauma","FL",27.7011,-82.3178,"RentLingo",2019-12-22 11:47:29,"Wimauma FL","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33598"
"apartment",1,1,"Thumbnail",525,"Monthly",230,"Memphis","TN",35.1211,-89.9517,"RentLingo",2019-12-26 11:25:51,"Memphis TN","East South Central",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"38111"
"apartment",1,0,"Thumbnail",1095,"Monthly",231,"Seattle","WA",47.616,-122.3275,"RentLingo",2019-12-26 11:38:54,"Seattle WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"98122"
"apartment",1,0,"Thumbnail",1695,"Monthly",232,"San Francisco","CA",37.7599,-122.4379,"RentLingo",2019-12-26 11:07:44,"San Francisco CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"94114"
"apartment",0,0,"Thumbnail",990,"Monthly",239,"Washington","DC",38.9118,-77.0132,"RentLingo",2019-12-26 11:23:31,"Washington DC","South Atlantic",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20001"
"apartment",1,1,"Thumbnail",775,"Monthly",240,"Bellingham","WA",48.7871,-122.4437,"RentLingo",2019-12-26 11:35:35,"Bellingham WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"98226"
"apartment",1,0,"Thumbnail",1299,"Monthly",243,"Seattle","WA",47.616,-122.3275,"RentLingo",2019-12-26 11:26:26,"Seattle WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"98122"
"apartment",1,1,"Thumbnail",705,"Monthly",245,"Anchorage","AK",61.1723,-149.8414,"RentLingo",2019-12-26 11:16:40,"Anchorage AK","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"99507"
"apartment",1,1,"Thumbnail",1800,"Monthly",250,"Pacifica","CA",37.6019,-122.4863,"RentLingo",2019-12-22 11:45:33,"Pacifica CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"94044"
"apartment",1,1,"Thumbnail",1600,"Monthly",250,"Marina Del Rey","CA",33.9855,-118.4532,"RentLingo",2019-12-14 11:14:08,"Marina Del Rey CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"90292"
"apartment",1,1,"Thumbnail",1500,"Monthly",250,"San Francisco","CA",37.7599,-122.4379,"RentLingo",2019-12-26 11:20:13,"San Francisco CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"94114"
"apartment",1,1,"Thumbnail",1330,"Monthly",250,"Studio City","CA",34.145,-118.3898,"RentLingo",2019-12-22 11:55:55,"Studio City CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"91604"
"apartment",1,1,"Thumbnail",1310,"Monthly",250,"Moorpark","CA",34.2805,-118.8861,"RentLingo",2019-12-26 11:19:12,"Moorpark CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"93021"
"apartment",1,1,"Thumbnail",1300,"Monthly",250,"Torrance","CA",33.8363,-118.333,"RentLingo",2019-12-22 11:56:27,"Torrance CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"90503"
"apartment",1,1,"Thumbnail",1295,"Monthly",250,"Sacramento","CA",38.5587,-121.432,"RentLingo",2019-12-22 11:41:32,"Sacramento CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"95819"
"apartment",1,1,"Thumbnail",1255,"Monthly",250,"Lake Balboa","CA",34.2017,-118.492,"RentLingo",2019-12-14 11:15:23,"Lake Balboa CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"91406"
"apartment",1,1,"Thumbnail",1250,"Monthly",250,"Seattle","WA",47.616,-122.3275,"RentLingo",2019-12-22 11:48:15,"Seattle WA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"98122"
"apartment",1,1,"Thumbnail",1250,"Monthly",250,"North Hollywood","CA",34.1881,-118.3905,"RentLingo",2019-12-10 11:19:27,"North Hollywood CA","Pacific",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"91606"
